fluid,mirna,pvalue,log2fc,cohens_d,fluid_mean,other_mean,fluid_std,other_std,padj,fdr,specificity_score,detection_rate,fluid_min,fluid_max,other_max,score
saliva,hsa-miR-203_st,0.0077618299762632,7.707104412406352,2.1854637226904523,11.99155753964822,4.2844531272418696,0.7652748732295054,4.928203394860511,1.0,0.1171095236908054,0.8586871443508598,1.0,10.73226053608,12.890244421674,12.5000982432907,35.54059404739664
saliva,hsa-miR-23a_st,0.0010631149171586,5.513266473706086,2.1186400297841748,12.53564654491654,7.0223800712104545,0.2247890281451846,3.673289291184573,1.0,0.07068671929578063,1.0449856263031034,1.0,12.2774704526262,12.8551033270542,11.7485066658727,34.73140711758952
saliva,hsa-miR-4327_st,0.0010631149171586,5.1584810086524175,2.2164667835402185,8.433410033208371,3.2749290245559544,3.1160338129373057,1.0599032447425116,1.0,0.07068671929578063,1.0312941720857345,1.0,4.71947541956993,12.5923093950653,4.57596154965642,33.99689740027223
saliva,hsa-miR-99b_st,0.0014426397279202,3.5314303456079026,3.376282462204929,6.401433908570036,2.8700035629621334,0.6414127439037052,1.332899862663918,1.0,0.07194104878496174,0.9293832685454378,1.0,5.12555389843714,6.81529014941966,5.51576538899254,33.87166224704368
saliva,hsa-miR-27a_st,0.0034543185326182,5.22404125917904,2.434690465715016,9.459263821021466,4.235222561842426,1.1595979629032838,2.804127034012941,1.0,0.09115637466232153,0.9010489983340484,1.0,7.80686504019508,10.7870383323415,8.66529407906529,31.30938024792523
saliva,hsa-miR-200b-star_st,0.0026004014386172,4.331491593028137,2.7130708723390384,7.089609885087198,2.758118292059061,1.23292275422615,1.891480910667908,1.0,0.08358257135877654,0.798448964199153,1.0,4.93302838684209,8.44382721605464,6.18078815112493,30.377523964586725
saliva,hsa-miR-1225-5p_st,0.0010631149171586,-3.7042162660540736,-2.720712244307158,4.677173017936683,8.381389283990757,0.7133953654736126,1.7883972118691278,1.0,0.07068671929578063,0.3028198395710832,1.0,3.33938440212115,5.31991418720608,11.0506504741078,29.966441031254618
saliva,hsa-miR-4443_st,0.0010631149171586,-3.223473523529626,-3.1241940390604843,7.325837839646968,10.549311363176594,0.2822462857722578,1.431596029847041,1.0,0.07068671929578063,0.5435108555045164,1.0,6.9615329090151,7.69908437075322,12.8168512733637,29.944587040350694
saliva,hsa-miR-3648_st,0.0010631149171586,-3.5009727130804977,-2.729372056285732,4.364785092524652,7.86575780560515,0.1444408104250592,1.8082557681319031,1.0,0.07068671929578063,0.3708862269328111,1.0,4.12335489422482,4.51946653833538,11.134535962975,28.412384812861394
saliva,hsa-miR-885-3p_st,0.0019437563806569,-3.810015577693035,-2.6045432354804494,2.42799358368651,6.238009161379545,0.845673975781093,1.8880161008565683,1.0,0.07619974435615662,0.1446856231004913,1.0,1.38318922310785,3.41698186105183,9.61907850312267,26.905756667925417
saliva,hsa-miR-3135b_st,0.0010631149171586,-3.798690858673488,-2.2399705721618823,5.087899144132491,8.88659000280598,1.2806272797459322,2.0277868599877804,1.0,0.07068671929578063,0.2317997707865114,1.0,2.68592238103886,6.28369945849998,11.6203927820611,25.30069701335928
saliva,hsa-miR-361-5p_st,0.0019437563806569,3.774044034453522,2.3566029108704383,10.242540118586678,6.468496084133156,0.8036267552665001,2.1174601763349883,1.0,0.07619974435615662,0.9076153566536768,1.0,9.1088856740166,11.2108278124923,10.0370817369567,24.114610999458627
saliva,hsa-miR-575_st,0.0019437563806569,-3.810768744281994,-2.296691091746522,1.1481374892407683,4.958906233522763,1.0349038519756462,2.1059793566582186,1.0,0.07619974435615662,0.0457659292513157,1.0,0.394978784545198,3.19994943156524,8.83891427247825,23.730236587233655
saliva,hsa-miR-4721_st,0.0026004014386172,-3.5742918196052536,-2.515505828507902,4.40920026235865,7.983492081963903,0.8803912965034983,1.8063350874559256,1.0,0.08358257135877654,0.2628712195627004,1.0,2.90141156450952,5.31915686240513,11.0654291373274,23.241764303032753
saliva,hsa-miR-1246_st,0.0059677991979564,4.837148744483616,2.113992903979743,10.01678418656023,5.179635442076614,1.519490412199707,2.857005161124779,1.0,0.10735706673883369,0.78533122157971,1.0,7.5495070918188,11.6910254351885,9.61588381067124,22.743852464254854
saliva,hsa-miR-4253_st,0.0045563498031851,-4.031671789455783,-2.266928850840527,2.1868747535455215,6.218546543001304,1.0154241001273785,2.3010533307945704,1.0,0.09872576474505224,0.1427004758228423,1.0,1.27797817347431,3.79411879914891,9.01574547174804,21.39909996970401
saliva,hsa-miR-28-3p_st,0.0026004014386172,3.153623969146716,2.57039971593113,5.940119026776093,2.7864950576293768,0.99006883001706,1.4248971880720738,1.0,0.08358257135877654,0.9008182103820124,1.0,4.22495614317339,7.06328750537721,4.69123282851649,20.953874087670183
saliva,hsa-miR-4750_st,0.0019437563806569,-3.3155675394829904,-2.2700202902131172,4.487072080114574,7.8026396195975645,1.2371883912800823,1.654088143745308,1.0,0.07619974435615662,0.2593356526627737,1.0,2.70846276982467,6.16069933090921,10.472410505121,20.40678109902931
